2022-11-02 11:52:31.923 [58] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 00-00-01-00 | 02-20-01-1C 62-BC-CE-85-ED-7E-00-00-6F-0E-71-01-01-00-00-00-07-00-1E-00-00-02-01-00-01-00-01-00
2022-11-02 11:52:32.028 [32] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 40-00-01-00 | 04-A0-64-00 C3-01
2022-11-02 11:52:32.080 [36] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 00-00-00-00 | 20-00-08-06 00-00-00-00-00-00
2022-11-02 11:52:32.080 [36] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 00-00-00-00 | 20-00-08-06 00-00-00-00-00-00
2022-11-02 11:52:32.088 [34] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 50-00-01-00 | 03-20-09-04 80-01-00-00
2022-11-02 11:52:32.088 [34] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 50-00-01-00 | 03-20-09-04 80-01-00-00
2022-11-02 11:52:32.160 [39] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 60-00-01-00 | 01-20-0A-09 00-06-30-3A-00-00-00-00-00
2022-11-02 11:52:32.160 [39] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 60-00-01-00 | 01-20-0A-09 00-06-30-3A-00-00-00-00-00
2022-11-02 11:52:32.160 [36] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 10-00-04-00 | 06-30-0B-06 00-C1-00-01-00-00
2022-11-02 11:52:32.160 [36] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 10-00-04-00 | 06-30-0B-06 00-C1-00-01-00-00
2022-11-02 11:52:32.282 [39] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 70-00-01-00 | 01-20-0D-09 00-06-30-0E-00-00-00-00-00
2022-11-02 11:52:32.282 [39] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 70-00-01-00 | 01-20-0D-09 00-06-30-0E-00-00-00-00-00
2022-11-02 11:52:32.282 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 20-00-04-00 | 06-F0-0E-BA-00 5A-00-C2-00-02-00-54-02-01-00-50-0E-CA-DE-78-45-F4-FF-EC-FB-16-3B-C6-23-2A-2F-20-6C-7F-C4-54-82-2F-68-EA-0A-6F-B2-9F-A1-C5-1C-B4-31-26-E1-51-00-00-03-E9-00-41-02-05-B8-0D-00-0D
2022-11-02 11:52:32.282 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 20-00-04-00 | 06-F0-0E-BA-00 5A-00-C2-00-02-00-54-02-01-00-50-0E-CA-DE-78-45-F4-FF-EC-FB-16-3B-C6-23-2A-2F-20-6C-7F-C4-54-82-2F-68-EA-0A-6F-B2-9F-A1-C5-1C-B4-31-26-E1-51-00-00-03-E9-00-41-02-05-B8-0D-00-0D
2022-11-02 11:52:32.306 [64] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 80-00-01-00 | 06-B0-6B-20 BA-00 00-6F-00-13-DA-DE-CE-4B-03-00-02-80-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
2022-11-02 11:52:32.306 [64] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 80-00-01-00 | 06-B0-6B-20 BA-00 00-6F-00-13-DA-DE-CE-4B-03-00-02-80-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00-00
2022-11-02 11:52:32.330 [32] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 90-00-01-00 | 06-A0-6C-00 DA-00
2022-11-02 11:52:32.330 [32] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 90-00-01-00 | 06-A0-6C-00 DA-00
2022-11-02 11:52:32.539 [39] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 A0-00-01-00 | 01-20-11-09 00-06-30-0E-00-00-00-00-00
2022-11-02 11:52:32.539 [39] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 A0-00-01-00 | 01-20-11-09 00-06-30-0E-00-00-00-00-00
2022-11-02 11:52:32.548 [90] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 B0-00-01-00 | 06-F0-12-3A B9-06-00-C2-00-03-03-33-03-01-03-2F-30-82-03-2B-30-82-02-13-A0-03-02-01-02-02-04-7A-5D-35-D5-30-0D-06-09-2A-86-48-86-F7-0D-01-01-0B-05-00-30-76-31-0B-30-09-06-03-55-04-06-13-02-44
2022-11-02 11:52:32.548 [90] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 B0-00-01-00 | 06-F0-12-3A B9-06-00-C2-00-03-03-33-03-01-03-2F-30-82-03-2B-30-82-02-13-A0-03-02-01-02-02-04-7A-5D-35-D5-30-0D-06-09-2A-86-48-86-F7-0D-01-01-0B-05-00-30-76-31-0B-30-09-06-03-55-04-06-13-02-44
2022-11-02 11:52:32.564 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 C0-00-01-00 | 06-A0-6F-BA-00 3A 45-31-0F-30-0D-06-03-55-04-08-13-06-53-61-78-6F-6E-79-31-16-30-14-06-03-55-04-0A-13-0D-53-75-62-63-6C-61-73-73-20-30-30-30-32-31-11-30-0F-06-03-55-04-0B-13-08-43-6C-61-73-73
2022-11-02 11:52:32.564 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 C0-00-01-00 | 06-A0-6F-BA-00 3A 45-31-0F-30-0D-06-03-55-04-08-13-06-53-61-78-6F-6E-79-31-16-30-14-06-03-55-04-0A-13-0D-53-75-62-63-6C-61-73-73-20-30-30-30-32-31-11-30-0F-06-03-55-04-0B-13-08-43-6C-61-73-73
2022-11-02 11:52:32.564 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 30-00-04-00 | 06-A0-6F-BA-00 74 20-30-33-31-2B-30-29-06-03-55-04-03-13-22-58-62-6F-78-20-41-63-63-65-73-73-6F-72-69-65-73-20-43-6C-61-73-73-20-50-72-6F-64-20-43-41-20-30-30-35-30-1E-17-0D-31-36-30-33-32-34
2022-11-02 11:52:32.564 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 30-00-04-00 | 06-A0-6F-BA-00 74 20-30-33-31-2B-30-29-06-03-55-04-03-13-22-58-62-6F-78-20-41-63-63-65-73-73-6F-72-69-65-73-20-43-6C-61-73-73-20-50-72-6F-64-20-43-41-20-30-30-35-30-1E-17-0D-31-36-30-33-32-34
2022-11-02 11:52:32.564 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 40-00-04-00 | 06-A0-6F-3A AE-01 31-32-32-30-34-34-5A-17-0D-34-34-31-30-31-35-32-33-35-39-35-39-5A-30-00-30-82-01-22-30-0D-06-09-2A-86-48-86-F7-0D-01-01-01-05-00-03-82-01-0F-00-30-82-01-0A-02-82-01-01-00-98
2022-11-02 11:52:32.564 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 40-00-04-00 | 06-A0-6F-3A AE-01 31-32-32-30-34-34-5A-17-0D-34-34-31-30-31-35-32-33-35-39-35-39-5A-30-00-30-82-01-22-30-0D-06-09-2A-86-48-86-F7-0D-01-01-01-05-00-03-82-01-0F-00-30-82-01-0A-02-82-01-01-00-98
2022-11-02 11:52:32.572 [90] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 D0-00-01-00 | 06-B0-6F-3A E8-01 14-43-DD-A4-F5-29-BF-E0-7F-08-DD-CF-26-72-F0-F2-DC-97-2C-A7-19-95-47-F7-75-F8-FD-9F-67-17-FD-58-82-5D-0C-32-3B-B3-6D-EF-D1-CB-86-04-78-38-7D-C6-2E-6E-BD-B9-BF-53-17-48-82-98
2022-11-02 11:52:32.572 [90] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 D0-00-01-00 | 06-B0-6F-3A E8-01 14-43-DD-A4-F5-29-BF-E0-7F-08-DD-CF-26-72-F0-F2-DC-97-2C-A7-19-95-47-F7-75-F8-FD-9F-67-17-FD-58-82-5D-0C-32-3B-B3-6D-EF-D1-CB-86-04-78-38-7D-C6-2E-6E-BD-B9-BF-53-17-48-82-98
2022-11-02 11:52:32.588 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 E0-00-01-00 | 06-A0-70-3A A2-02 52-1E-82-06-A7-AA-38-AE-36-84-BB-83-8D-D9-36-8F-A7-01-11-D2-04-A7-18-3E-1F-DD-D3-39-DD-E4-9D-00-AA-1A-79-64-16-2B-2E-EC-F0-F7-D7-09-44-D2-47-C7-2A-42-59-B7-71-FB-9B-26-A5-4E
2022-11-02 11:52:32.588 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 E0-00-01-00 | 06-A0-70-3A A2-02 52-1E-82-06-A7-AA-38-AE-36-84-BB-83-8D-D9-36-8F-A7-01-11-D2-04-A7-18-3E-1F-DD-D3-39-DD-E4-9D-00-AA-1A-79-64-16-2B-2E-EC-F0-F7-D7-09-44-D2-47-C7-2A-42-59-B7-71-FB-9B-26-A5-4E
2022-11-02 11:52:32.588 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 50-00-04-00 | 06-A0-70-3A DC-02 39-43-D1-EA-8A-16-88-C5-23-D2-19-EA-12-EA-AB-4F-03-02-1E-FF-7D-CD-3A-EE-0B-81-F1-81-15-0F-83-E5-BC-F1-83-A2-46-43-F5-04-AE-A4-5D-3A-40-71-04-0D-2F-4A-4F-52-E5-0A-77-27-B0-29
2022-11-02 11:52:32.588 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 50-00-04-00 | 06-A0-70-3A DC-02 39-43-D1-EA-8A-16-88-C5-23-D2-19-EA-12-EA-AB-4F-03-02-1E-FF-7D-CD-3A-EE-0B-81-F1-81-15-0F-83-E5-BC-F1-83-A2-46-43-F5-04-AE-A4-5D-3A-40-71-04-0D-2F-4A-4F-52-E5-0A-77-27-B0-29
2022-11-02 11:52:32.588 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 60-00-04-00 | 06-A0-70-3A 96-03 6A-67-DB-C2-17-9E-69-6D-55-DD-81-86-4E-DC-2F-B7-69-BA-FA-A3-B0-49-60-09-62-46-B7-A2-49-A4-53-1E-25-08-1F-E3-46-3F-4B-09-7E-4C-09-9E-A2-F7-38-D8-C8-8B-04-17-74-31-52-CD-FB-CD
2022-11-02 11:52:32.588 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 60-00-04-00 | 06-A0-70-3A 96-03 6A-67-DB-C2-17-9E-69-6D-55-DD-81-86-4E-DC-2F-B7-69-BA-FA-A3-B0-49-60-09-62-46-B7-A2-49-A4-53-1E-25-08-1F-E3-46-3F-4B-09-7E-4C-09-9E-A2-F7-38-D8-C8-8B-04-17-74-31-52-CD-FB-CD
2022-11-02 11:52:32.588 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 70-00-04-00 | 06-A0-70-3A D0-03 5C-2B-80-D5-CC-87-94-55-71-DF-38-23-81-3A-41-A9-E5-6C-28-02-4D-02-7F-02-03-01-00-01-A3-37-30-35-30-0E-06-03-55-1D-0F-01-01-FF-04-04-03-02-00-B0-30-0C-06-03-55-1D-13-01-01-FF
2022-11-02 11:52:32.588 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 70-00-04-00 | 06-A0-70-3A D0-03 5C-2B-80-D5-CC-87-94-55-71-DF-38-23-81-3A-41-A9-E5-6C-28-02-4D-02-7F-02-03-01-00-01-A3-37-30-35-30-0E-06-03-55-1D-0F-01-01-FF-04-04-03-02-00-B0-30-0C-06-03-55-1D-13-01-01-FF
2022-11-02 11:52:32.597 [90] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 F0-00-01-00 | 06-B0-70-3A 8A-04 04-02-30-00-30-15-06-03-55-1D-25-04-0E-30-0C-06-0A-2B-06-01-04-01-82-37-78-03-01-30-0D-06-09-2A-86-48-86-F7-0D-01-01-0B-05-00-03-82-01-01-00-01-9F-0C-94-8A-28-86-FB-0B-5F-D5
2022-11-02 11:52:32.597 [90] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 F0-00-01-00 | 06-B0-70-3A 8A-04 04-02-30-00-30-15-06-03-55-1D-25-04-0E-30-0C-06-0A-2B-06-01-04-01-82-37-78-03-01-30-0D-06-09-2A-86-48-86-F7-0D-01-01-0B-05-00-03-82-01-01-00-01-9F-0C-94-8A-28-86-FB-0B-5F-D5
2022-11-02 11:52:32.605 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 00-01-01-00 | 06-A0-01-3A FE-04 EA-76-FD-2B-12-46-6A-B5-3C-3C-8C-16-A6-25-4E-59-6D-C4-23-A6-8A-1D-5B-FB-89-84-90-C3-99-EB-9A-4A-F1-1D-81-D3-A1-FA-9C-51-E0-59-A5-E8-8E-4B-6C-ED-12-E9-11-61-72-6D-9F-70-0C-37
2022-11-02 11:52:32.605 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 00-01-01-00 | 06-A0-01-3A FE-04 EA-76-FD-2B-12-46-6A-B5-3C-3C-8C-16-A6-25-4E-59-6D-C4-23-A6-8A-1D-5B-FB-89-84-90-C3-99-EB-9A-4A-F1-1D-81-D3-A1-FA-9C-51-E0-59-A5-E8-8E-4B-6C-ED-12-E9-11-61-72-6D-9F-70-0C-37
2022-11-02 11:52:32.606 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 80-00-04-00 | 06-A0-01-3A B8-05 BE-5A-3B-11-6C-67-6A-B9-38-73-20-DD-A8-BC-19-F6-BE-AE-6B-FD-28-97-1F-90-2D-80-FF-7E-62-CF-18-A5-56-A9-BE-87-DC-CB-3C-11-5E-60-DC-EC-2C-87-7A-81-58-FF-4B-DE-9D-65-05-93-23-80
2022-11-02 11:52:32.606 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 80-00-04-00 | 06-A0-01-3A B8-05 BE-5A-3B-11-6C-67-6A-B9-38-73-20-DD-A8-BC-19-F6-BE-AE-6B-FD-28-97-1F-90-2D-80-FF-7E-62-CF-18-A5-56-A9-BE-87-DC-CB-3C-11-5E-60-DC-EC-2C-87-7A-81-58-FF-4B-DE-9D-65-05-93-23-80
2022-11-02 11:52:32.606 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 90-00-04-00 | 06-A0-01-3A F2-05 4B-00-AE-38-01-9E-93-82-B5-9F-99-BE-77-10-2B-EF-B5-81-BA-FE-E9-7F-97-DF-79-97-20-D5-FB-63-CF-CE-A2-85-86-36-9C-29-D1-F4-F0-A3-97-90-7A-B8-B4-C2-58-17-40-43-1C-BF-E4-B6-0B-AE
2022-11-02 11:52:32.606 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 90-00-04-00 | 06-A0-01-3A F2-05 4B-00-AE-38-01-9E-93-82-B5-9F-99-BE-77-10-2B-EF-B5-81-BA-FE-E9-7F-97-DF-79-97-20-D5-FB-63-CF-CE-A2-85-86-36-9C-29-D1-F4-F0-A3-97-90-7A-B8-B4-C2-58-17-40-43-1C-BF-E4-B6-0B-AE
2022-11-02 11:52:32.606 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 A0-00-04-00 | 06-B0-70-3A 8A-04 04-02-30-00-30-15-06-03-55-1D-25-04-0E-30-0C-06-0A-2B-06-01-04-01-82-37-78-03-01-30-0D-06-09-2A-86-48-86-F7-0D-01-01-0B-05-00-03-82-01-01-00-01-9F-0C-94-8A-28-86-FB-0B-5F-D5
2022-11-02 11:52:32.606 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 A0-00-04-00 | 06-B0-70-3A 8A-04 04-02-30-00-30-15-06-03-55-1D-25-04-0E-30-0C-06-0A-2B-06-01-04-01-82-37-78-03-01-30-0D-06-09-2A-86-48-86-F7-0D-01-01-0B-05-00-03-82-01-01-00-01-9F-0C-94-8A-28-86-FB-0B-5F-D5
2022-11-02 11:52:32.614 [45] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 10-01-01-00 | 06-B0-01-0D AC-06 A9-9D-C6-B1-E4-90-B2-A9-52-44-F5-1F-8D
2022-11-02 11:52:32.614 [45] -> 88-11-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 10-01-01-00 | 06-B0-01-0D AC-06 A9-9D-C6-B1-E4-90-B2-A9-52-44-F5-1F-8D
2022-11-02 11:52:32.622 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 20-01-01-00 | 06-A0-03-3A C4-04 9F-FC-C5-F7-35-3F-71-BF-E9-D0-56-E9-D8-4E-99-F1-F9-C2-6B-3B-FA-8D-ED-10-35-5F-A6-BB-67-51-80-E6-85-81-C6-95-DE-35-E2-6D-BA-06-2F-62-24-CE-5E-66-56-16-40-44-EB-24-A0-31-EA-6C
2022-11-02 11:52:32.622 [90] -> 88-31-A0-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 62-45-BD-0F-8B-46 20-01-01-00 | 06-A0-03-3A C4-04 9F-FC-C5-F7-35-3F-71-BF-E9-D0-56-E9-D8-4E-99-F1-F9-C2-6B-3B-FA-8D-ED-10-35-5F-A6-BB-67-51-80-E6-85-81-C6-95-DE-35-E2-6D-BA-06-2F-62-24-CE-5E-66-56-16-40-44-EB-24-A0-31-EA-6C
2022-11-02 11:52:32.622 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 B0-00-04-00 | 06-A0-03-3A FE-04 EA-76-FD-2B-12-46-6A-B5-3C-3C-8C-16-A6-25-4E-59-6D-C4-23-A6-8A-1D-5B-FB-89-84-90-C3-99-EB-9A-4A-F1-1D-81-D3-A1-FA-9C-51-E0-59-A5-E8-8E-4B-6C-ED-12-E9-11-61-72-6D-9F-70-0C-37
2022-11-02 11:52:32.622 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 B0-00-04-00 | 06-A0-03-3A FE-04 EA-76-FD-2B-12-46-6A-B5-3C-3C-8C-16-A6-25-4E-59-6D-C4-23-A6-8A-1D-5B-FB-89-84-90-C3-99-EB-9A-4A-F1-1D-81-D3-A1-FA-9C-51-E0-59-A5-E8-8E-4B-6C-ED-12-E9-11-61-72-6D-9F-70-0C-37
2022-11-02 11:52:32.622 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 C0-00-04-00 | 06-A0-03-3A B8-05 BE-5A-3B-11-6C-67-6A-B9-38-73-20-DD-A8-BC-19-F6-BE-AE-6B-FD-28-97-1F-90-2D-80-FF-7E-62-CF-18-A5-56-A9-BE-87-DC-CB-3C-11-5E-60-DC-EC-2C-87-7A-81-58-FF-4B-DE-9D-65-05-93-23-80
2022-11-02 11:52:32.622 [90] -> 88-31-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 C0-00-04-00 | 06-A0-03-3A B8-05 BE-5A-3B-11-6C-67-6A-B9-38-73-20-DD-A8-BC-19-F6-BE-AE-6B-FD-28-97-1F-90-2D-80-FF-7E-62-CF-18-A5-56-A9-BE-87-DC-CB-3C-11-5E-60-DC-EC-2C-87-7A-81-58-FF-4B-DE-9D-65-05-93-23-80
2022-11-02 11:52:32.622 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 D0-00-04-00 | 06-A0-03-3A F2-05 4B-00-AE-38-01-9E-93-82-B5-9F-99-BE-77-10-2B-EF-B5-81-BA-FE-E9-7F-97-DF-79-97-20-D5-FB-63-CF-CE-A2-85-86-36-9C-29-D1-F4-F0-A3-97-90-7A-B8-B4-C2-58-17-40-43-1C-BF-E4-B6-0B-AE
2022-11-02 11:52:32.622 [90] -> 88-11-3C-00 62-45-BD-0F-8B-46 7E-ED-85-CE-BC-62 60-45-BD-0F-8B-46 D0-00-04-00 | 06-A0-03-3A F2-05 4B-00-AE-38-01-9E-93-82-B5-9F-99-BE-77-10-2B-EF-B5-81-BA-FE-E9-7F-97-DF-79-97-20-D5-FB-63-CF-CE-A2-85-86-36-9C-29-D1-F4-F0-A3-97-90-7A-B8-B4-C2-58-17-40-43-1C-BF-E4-B6-0B-AE
